StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Q1,Q2,Q3,Q3_5_TEXT,Q4,Q5,Q6,Q7a,Q7a_1,Q7a_2_1,Q7a_2_2,Q7a_2_3,Q7a_2_4,Q7a_3,Q7b,Q7b_1,Q7c,Q7c_1,Q7c_2,Q7c_3,Q7d,Q7d_1,Q7d_2,Q7e,Q7e_1,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q10,Q11_1,Q11_2,Q11_3,Q12_1,Q12_2,Q12_3,Q12_4,Q12a,Q13_1_1,Q13_2_1,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_5_TEXT,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17a,Q18,Q19,Q19_9_TEXT,Q20,Q20_5_TEXT,Q21_1,Q21_2,Q21_3,Q21_6,Q21_4,Q21_5,Q21_7,Q21_8,Q21_7_TEXT,Q22,Q23,Q3_recoded,Q19_recoded,Q16_6,Q16_7,Q13_1,Q13_2,consensus,X.1,X,X1.0.verify,X1.1.verify.others.research,X1.2.verify.own.research,X2..open.science...transparency,X3..replication...comparison.of.research,X3.2.replicate.own.research,X4.interest..teach..learn,X4.1.reapply.in.own.research,X5.missing,dat_rec,pro_rec,res_rec,con_rec,Rejection,label,rp_conservative,rp_liberal,access_some_data,access_some_code,access_some_data_code,access_all_data_code,Q10_recoded,definition_sum,definition_label
2022-05-18T03:15:05Z,2022-05-18T03:47:50Z,100,1964,TRUE,2022-05-18T03:47:51Z,R_3MxnlKS3hC5ET6l,35-54 years old,Yes,Human geography,NA,Qualitative,Very little,"if some had access to the same research participants/primary sources and were using the same methods, they would come to the same conclusions/analysis",Somewhat,Some of the time,Obtaining or collecting data,0,0,0,Never,Somewhat,Rarely,Not at all,Never,Never,Never,Not at all,Never,Never,Not at all,Never,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Agree,No,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,20,Occasionally,Frequently,Frequently,Frequently,Frequently,Occasionally,Occasionally,Frequently,Frequently,NA,Frequently,Occasionally,"in human geography, context (timing, location, events) can have impacts",0,0,0,1,0,NA,Somewhat not important,Somewhat not important,Somewhat important,Somewhat important,Somewhat important,Somewhat not important,Somewhat not important,Somewhat important,Somewhat important,Very important,NA,2 - 5 people,Full professor/lecturer,NA,Female,NA,NA,NA,NA,NA,NA,White,NA,NA,NA,Canada,NA,Human,Full professor/lecturer,0,0,60,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,Standard,NA,NA,0,0,0,NA,NA,3,Standard
2022-05-18T03:27:07Z,2022-05-18T03:49:51Z,100,1363,TRUE,2022-05-18T03:49:52Z,R_0ICyV5xgAsZ2FYl,35-54 years old,Unsure,Other (specify),Paleoclimatology,Mixed Methods,Somewhat,"I am a paleoclimatologist working on sediment chronology and geochemistry. Thus, data reproducibility is the first priority in our research. Further, the paleoclimate reconstruction, we make as per the geochemical variability should corroborate and thus reproduced with the globally accepted understanding of the climatic episodes.",Very little,Rarely,Obtaining or collecting data,0,0,0,Some of the time,Somewhat,Most of the time,Somewhat,Most of the time,Rarely,Never,Not at all,Never,Never,Very little,Never,Disagree,NA,Strongly agree,Strongly agree,Disagree,Agree,No,Yes,NA,Yes,NA,Yes,Yes,Regional scale climate is more or less should be reproducible when attempting paleoclimate reconstruction while minor variations can be seen if the resolution of the archive used in the study is higher than the regional based climate we are dealing with...,Some,Some,None,"Yes, some",Did not attempt,Did not attempt,"Yes, all",The geochemical data reproducibility of the sediment samples could have been the major reason not to proceed with interpretation followed by publication. The poor reproducibility of data (accuracy and precision) may lead to spurious data and its trends which might lead to erroneous past climate reconstruction.,70,70,Frequently,Frequently,Frequently,Occasionally,Occasionally,Rarely,Never,Rarely,Never,Rarely,Occasionally,Never,"Understanding the instrumentation that provides data for interpretation, its discrepancies and complexities",0,0,0,0,0,"Researchers (scientist, students, post doc, Principle investigator, etc)  who are producing the data should be ethical enough to produce  reproducible data",Very important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat not important,Somewhat important,"Reliable and reproducible data will provide appropriate past climate reconstruction and even if their is some kind of minor climate perturbation not yet inferred, it can be confidently identified if the dataset is reliable and reproducible.",2 - 5 people,Other (specify),Project Scientist,Female,NA,NA,Asian,NA,NA,NA,NA,NA,NA,NA,India,I would like to be entered into the prize draw,Physical,Other (specify),1,0,70,70,3,1,28,NA,NA,NA,NA,1,,NA,NA,NA,0,0,1,0,0,Data Collection,0,1,1,0,0,0,Replication,1,Data Collection
2022-05-18T04:09:32Z,2022-05-18T04:21:29Z,100,717,TRUE,2022-05-18T04:21:29Z,R_2zD32klEYXmuGaw,35-54 years old,No,"Physical geography, earth and environmental sciences",NA,Mixed Methods,To a great extent,NA,Somewhat,Always,0,0,Data analysis,0,NA,To a great extent,Always,To a great extent,Always,Never,Some of the time,Somewhat,Some of the time,Rarely,Not at all,Never,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,All,All,Some,"Yes, all","Yes, all","Yes, all","Yes, all",NA,90,95,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,NA,1,0,0,0,0,NA,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,NA,11 - 15 people,Associate professor/lecturer,NA,Male,NA,NA,Asian,NA,NA,NA,NA,NA,NA,NA,China,NA,Physical,Associate professor/lecturer,0,0,90,95,5,56,29,NA,NA,NA,NA,NA,,NA,NA,1,0,0,0,0,0,Omit,1,1,1,1,1,1,Missing,0,Omit
2022-05-18T05:16:21Z,2022-05-18T05:37:54Z,100,1292,TRUE,2022-05-18T05:37:54Z,R_3JqhzhJtJOepNLz,18-34 years old,Yes,"Geographic methods, GIS, spatial statistics",NA,Quantitative,To a great extent,Any research or study published publicly should provide enough information so that other experts in the field can reproduce the reported results or perform the proposed study for their area of interest.,To a great extent,Always,Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,0,Some of the time,Somewhat,Some of the time,To a great extent,Never,Never,Never,To a great extent,Always,Always,Somewhat,Some of the time,Agree,NA,Agree,Strongly agree,Agree,Disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"1. I had to apply an old method to a new study area. To ensure that all the steps and parameters are the same, I reproduced the results for the known study area before trying it on a new area.

2. We had developed a novel data on land cover, which appeared better than the ones already present in the literature. We had reservations about the quality of one of the existing datasets. To rigorously evaluate it under different settings, we reproduced the results using the pre-trained models published by the previous paper.",Some,Some,Some,"Yes, some","Yes, some","Yes, all",No,We were testing out different methods. We moved on after comparing a few methods. Never got the time to revisit. This happens all the time.,70,80,Rarely,Frequently,Occasionally,Rarely,Frequently,Occasionally,Rarely,Frequently,Occasionally,Occasionally,Frequently,Occasionally,NA,0,1,0,1,0,NA,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,NA,6 - 10 people,Technician/research assistant,NA,Male,NA,NA,Asian,NA,NA,NA,NA,NA,NA,NA,India,I would like to be entered into the prize draw,Methods,Technician/research assistant,0,0,70,80,4,68,30,1,1,NA,NA,1,,1,1,NA,0,1,1,1,0,Transparency/Extension,0,1,1,1,1,0,Teaching/Learning,3,Transparency/Extension
2022-05-18T06:08:48Z,2022-05-18T06:57:40Z,100,2932,TRUE,2022-05-18T06:57:41Z,R_2CwFBUGlFvlfcnR,18-34 years old,Yes,"Physical geography, earth and environmental sciences",NA,Quantitative,Somewhat,NA,Somewhat,Most of the time,Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping,Always,Somewhat,Some of the time,To a great extent,Always,Always,Some of the time,To a great extent,Always,Always,Very little,Never,Disagree,Disagree,Disagree,Agree,Agree,NA,Yes,Yes,Yes,Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,Rarely,Occasionally,Frequently,Occasionally,Occasionally,Rarely,Rarely,Rarely,Rarely,Rarely,Occasionally,Never,NA,1,0,0,0,0,NA,Very important,Very important,Somewhat important,Somewhat not important,Somewhat important,Somewhat important,Somewhat important,Somewhat not important,Somewhat important,Very important,NA,1 person,Post-doctoral fellow,NA,Male,NA,NA,NA,NA,NA,NA,White,NA,NA,NA,Spain,I would like to be entered into the prize draw,Physical,Post-doctoral fellow,0,0,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,Omit,NA,NA,0,0,0,NA,NA,0,Omit
2022-05-18T06:53:51Z,2022-05-18T07:00:37Z,100,405,TRUE,2022-05-18T07:00:37Z,R_2Wu0UAmsrkxj3nU,55+ years old,Yes,Nature and society,NA,Mixed Methods,Somewhat,Whether someone else following the same methodology would reproduce the same results,Very little,Never,0,0,0,0,Never,To a great extent,Most of the time,To a great extent,Most of the time,Always,Never,Somewhat,Never,Never,Very little,Never,Disagree,Disagree,Strongly agree,Agree,Agree,Disagree,Yes,No,Yes,No,No,Yes,Yes,NA,All,None,None,"Yes, all",No,"Yes, all","Yes, all",NA,25,10,Rarely,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Frequently,NA,1,1,1,1,0,NA,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,NA,2 - 5 people,Full professor/lecturer,NA,Male,NA,NA,NA,NA,NA,NA,White,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,Nature/society,Full professor/lecturer,0,0,25,10,5,53,31,NA,NA,NA,NA,NA,,NA,NA,1,0,1,1,0,0,Standard,1,1,1,0,0,0,Missing,2,Standard
2022-05-18T06:54:25Z,2022-05-18T07:05:22Z,100,656,TRUE,2022-05-18T07:05:23Z,R_shaBb0wRKEJdBex,35-54 years old,Yes,Human geography,NA,Mixed Methods,To a great extent,"Being able to reproduce the research in different sectors, geographic units...",Somewhat,Some of the time,0,0,0,Data visualization or mapping,Some of the time,Very little,Rarely,To a great extent,Some of the time,Rarely,Some of the time,To a great extent,Rarely,Never,Very little,Never,Disagree,Agree,Disagree,Strongly agree,Agree,Disagree,Yes,Yes,Yes,NA,No,No,Yes,I do not think I can do a good original research,Some,Some,Some,No,No,No,"Yes, some",NA,70,50,Rarely,Occasionally,Frequently,Frequently,Frequently,Frequently,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Frequently,NA,1,1,1,0,0,NA,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,NA,2 - 5 people,Associate professor/lecturer,NA,Female,NA,NA,NA,NA,NA,NA,White,NA,NA,NA,Czech Republic,NA,Human,Associate professor/lecturer,0,0,70,50,5,94,32,NA,NA,NA,NA,NA,,1,NA,NA,0,0,0,1,0,Transparency/Extension,0,1,0,0,0,0,Missing,1,Transparency/Extension
2022-05-18T05:24:57Z,2022-05-18T07:26:10Z,100,7273,TRUE,2022-05-18T07:26:11Z,R_2OTGFtc00n3rxeS,35-54 years old,Yes,"Physical geography, earth and environmental sciences",NA,Mixed Methods,Somewhat,Other people who do the same experiment can get roughly equivalent data,To a great extent,Always,0,0,Data analysis,0,Some of the time,To a great extent,Always,Somewhat,Always,Rarely,Rarely,Somewhat,Rarely,Rarely,Somewhat,Most of the time,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Yes,Yes,Yes,Yes,No,Yes,Yes,The research results of a large number of papers seem to be perfect and do not seem to accord with the facts.,Some,Some,Some,"Yes, some","Yes, some","Yes, some",No,NA,60,50,Occasionally,Frequently,Frequently,Frequently,Frequently,Occasionally,Rarely,Rarely,Frequently,Frequently,Occasionally,Rarely,Data selection for expected results of the authors.,1,0,0,0,0,NA,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,The cost of repeated sampling in geographical field is too high,2 - 5 people,Associate professor/lecturer,NA,Male,NA,NA,Asian,NA,NA,NA,NA,NA,NA,NA,China,NA,Physical,Associate professor/lecturer,0,0,60,50,1,41,33,1,1,NA,NA,NA,,NA,NA,NA,0,1,1,0,0,Experiment,0,1,1,1,1,0,Verification/Peer-Review,2,Experiment
2022-05-18T07:21:10Z,2022-05-18T07:26:45Z,100,334,TRUE,2022-05-18T07:26:46Z,R_Ti7hnbsMj3uC79D,35-54 years old,Yes,"Physical geography, earth and environmental sciences",NA,Mixed Methods,To a great extent,"that other researchers can not only reproduce our study (and results), but also transfer methods to other study areas, update it with new (spatial) data, or evaluate the accuracy/uncertainty of our results.",To a great extent,Most of the time,Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping,Some of the time,Somewhat,Some of the time,To a great extent,Always,Always,Always,To a great extent,Some of the time,Rarely,Somewhat,Never,Agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Yes,Yes,Yes,Yes,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,75,Occasionally,Occasionally,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Rarely,Frequently,Frequently,NA,1,0,0,1,0,NA,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,NA,16+ people,Assistant professor/lecturer,NA,Male,NA,NA,NA,NA,NA,NA,White,NA,NA,NA,Netherlands,NA,Physical,Assistant professor/lecturer,0,0,70,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,Transparency/Extension,NA,NA,0,0,0,NA,NA,3,Transparency/Extension
2022-05-18T07:17:44Z,2022-05-18T07:27:34Z,100,589,TRUE,2022-05-18T07:27:35Z,R_3iyWBlm2gggYEiM,18-34 years old,Yes,Nature and society,NA,Qualitative,Very little,"I have never heard it before in the context of my research. It was never mentioned in any of my PhD training programmes (UK). I assume it means: 'if someone else was to study this topic, would they come to the same conclusions'. In the social sciences, reproducibility is assumed to be difficult to achieve due to each researcher's positionality. Instead, we write our positionalities into our research and don't tend to strive for reproducibility per se, as life scientists would.",Not at all,Never,0,0,0,0,Never,To a great extent,Always,Not at all,Never,Never,Never,Not at all,Never,Never,Somewhat,Some of the time,Disagree,Agree,NA,Disagree,Disagree,Strongly agree,Yes,No,NA,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,30,Never,Rarely,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Never,Frequently,"The epistemologies used in social sciences, human geography, nature-society studies don't lend themselves to reproducibility - instead, we write our positionalities into our work.",1,0,0,0,0,NA,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,Not important,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,Not important,NA,11 - 15 people,"Graduate student (PhD, masters)",NA,Male,NA,NA,NA,NA,NA,NA,White,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,I would like to be entered into the prize draw,Nature/society,"Graduate student (PhD, masters)",0,0,60,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Transparency/Extension,NA,NA,0,0,0,NA,NA,0,Transparency/Extension
2022-05-18T07:10:34Z,2022-05-18T07:32:01Z,100,1286,TRUE,2022-05-18T07:32:02Z,R_1Krjq9SbtvL0co8,35-54 years old,Unsure,Human geography,NA,Qualitative,Very little,Perhaps it refers to whether a certain methodological approach can be reproduced to answer the same RQ but in a different social/geographical context? I would understand it as a synonym of replicability.,Very little,Rarely,Obtaining or collecting data,0,0,0,Never,Not at all,Never,Somewhat,Rarely,Some of the time,Never,Not at all,Never,Never,Not at all,Never,Disagree,Agree,Disagree,Agree,Disagree,Agree,Yes,Yes,Yes,NA,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,5,Never,Rarely,Rarely,Occasionally,Occasionally,Rarely,Never,Rarely,Never,Occasionally,Never,Occasionally,The social environment is not like a laboratory; usually it cannot be controlled (unless in experiments where researchers create a controlled environment).,1,0,0,0,0,NA,Somewhat not important,Somewhat important,Somewhat important,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat important,Somewhat important,NA,16+ people,Post-doctoral fellow,NA,Female,NA,NA,NA,NA,NA,NA,NA,Other,NA,NA,Netherlands,NA,Human,Post-doctoral fellow,0,0,80,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,Transparency/Extension,NA,NA,0,0,0,NA,NA,3,Transparency/Extension
2022-05-18T07:16:00Z,2022-05-18T07:32:31Z,100,991,TRUE,2022-05-18T07:32:32Z,R_3F41dYo81zi1Dq1,55+ years old,Yes,"Physical geography, earth and environmental sciences",NA,Mixed Methods,Somewhat,NA,Very little,Rarely,0,0,Data analysis,Data visualization or mapping,Rarely,Somewhat,Most of the time,Somewhat,Most of the time,Some of the time,Rarely,Very little,Rarely,Rarely,Very little,Rarely,Agree,Agree,Agree,Agree,Agree,Disagree,Yes,Yes,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,80,NA,Frequently,Occasionally,Occasionally,NA,Occasionally,NA,NA,Occasionally,Rarely,Occasionally,NA,NA,1,1,1,1,0,NA,Somewhat important,Somewhat important,Somewhat important,Somewhat not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,NA,NA,2 - 5 people,Research scientist,NA,Male,NA,NA,Asian,NA,NA,NA,NA,NA,NA,NA,NA,NA,Physical,Research scientist,0,0,60,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,Omit,NA,NA,0,0,0,NA,NA,0,Omit
2022-05-18T07:19:41Z,2022-05-18T07:35:19Z,100,938,TRUE,2022-05-18T07:35:20Z,R_2qmdq7S2dUyceXc,35-54 years old,Yes,"Physical geography, earth and environmental sciences",NA,Quantitative,To a great extent,"For me, reproducibility means that I describe the methods and data used for gaining my results in such a way that someone else can analyse the data following this description and will yield the same results.",To a great extent,Always,Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping,Most of the time,Somewhat,Some of the time,To a great extent,Most of the time,Some of the time,Some of the time,Somewhat,Some of the time,Never,Not at all,Never,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Yes,Yes,Yes,Yes,No,Yes,Yes,"In reviewing I take it as my duty to at least do a plausibilty check on the data published. 

With my own research, I always try to reproduce the results at least once. But maybe more to check for my own mistakes instead of checking for reproducibility.",Some,Some,None,"Yes, some","Yes, some",No,Did not attempt,NA,40,65,Rarely,Frequently,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Occasionally,Frequently,Occasionally,NA,1,0,0,0,1,Supervisors of PhDs,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,NA,2 - 5 people,Assistant professor/lecturer,NA,Male,NA,NA,NA,NA,NA,NA,White,NA,NA,NA,Germany,I would like to be entered into the prize draw,Physical,Assistant professor/lecturer,0,0,40,65,1,42,34,1,1,1,NA,NA,,NA,NA,NA,1,1,1,0,0,Transparency/Extension,0,1,1,1,1,0,Verification/Peer-Review,3,Transparency/Extension
2022-05-18T07:21:36Z,2022-05-18T07:35:27Z,100,830,TRUE,2022-05-18T07:35:27Z,R_232CtupawfIiXtq,18-34 years old,Yes,"Geographic methods, GIS, spatial statistics",NA,Mixed Methods,Somewhat,"To be able to reproduce, extrapolate and transfer approaches/outputs",To a great extent,Always,Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping,Always,Somewhat,Always,Somewhat,Some of the time,Always,Most of the time,To a great extent,Always,Always,Very little,Never,Agree,Disagree,Agree,Agree,Strongly agree,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Sharing knowledge should not be limited. Reproducibility would have a great impact on science improvements.,Some,Some,Some,"Yes, some",No,No,No,NA,50,30,Rarely,Occasionally,Frequently,Occasionally,Occasionally,Rarely,Rarely,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,NA,0,0,0,1,0,NA,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,NA,11 - 15 people,Associate professor/lecturer,NA,Male,NA,NA,NA,NA,NA,NA,White,NA,NA,NA,Lebanon,NA,Methods,Associate professor/lecturer,0,0,50,30,2,31,35,NA,NA,NA,1,NA,,NA,NA,NA,0,1,1,1,0,Transparency/Extension,0,1,1,0,0,0,Self-check,3,Transparency/Extension
2022-05-18T07:18:58Z,2022-05-18T07:40:25Z,100,1286,TRUE,2022-05-18T07:40:25Z,R_2R1TeCsxjcIFE0G,35-54 years old,Yes,Human geography,NA,Mixed Methods,Somewhat,a scientific ideal from applied sciences that under experimental conditions a test of a given hypothesis should be reproduciable,To a great extent,Some of the time,0,Data cleaning or pre-processing,Data analysis,Data visualization or mapping,Some of the time,To a great extent,Most of the time,To a great extent,Rarely,Never,Never,Very little,Never,Never,Not at all,Never,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,NA,NA,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,?,Rarely,Rarely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,There is a problem i your frasing of the questions which is biased toward that reproducibility is par se a desiarable thing for instance you do not ask if it is relevant at all - secondly your questions is biased toward quantitative data. Doing interviews and fieldwork in accordance with ethical standarts which require  forinstance anynomity prevents us from publishing 1000 of pags of transcription and field notens.  transparancy is in my opinion much more important that an apriori standardization of reproductibility.,0,0,0,0,0,NA,Not important,Not important,Not important,Not important,Not important,Not important,Not important,Not important,Not important,Not important,NA,11 - 15 people,Associate professor/lecturer,NA,Male,NA,NA,NA,NA,NA,NA,NA,Other,NA,WTF..! what planet are you from? where have you been the past 25 years? cant be serious asking about race in an academic survey in the 21st century,Denmark,NA,Human,Associate professor/lecturer,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,Omit,NA,NA,0,0,0,NA,NA,3,Omit
2022-05-18T07:24:03Z,2022-05-18T07:40:59Z,100,1015,TRUE,2022-05-18T07:40:59Z,R_3LX7ytWfSIQqTFL,55+ years old,Yes,"Physical geography, earth and environmental sciences",NA,Mixed Methods,Somewhat,I understand reproducibility within the frame of teh Galilean Scientific Method,Somewhat,Never,0,0,0,0,Never,To a great extent,Most of the time,To a great extent,Some of the time,Never,Never,Not at all,Never,Never,Very little,Never,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Agree,No,No,No,Yes,No,No,Yes,Investigate alternative data intepretation,Some,Some,Some,No,No,No,"Yes, some",NA,50,30,Rarely,Occasionally,Occasionally,Occasionally,Rarely,Occasionally,Rarely,Frequently,Never,Rarely,Rarely,Rarely,Scientisst wan to exploit their own data first and benefit from the outcoming publications in terms of career advancement,1,0,0,0,0,NA,Somewhat important,Very important,Very important,Very important,Somewhat not important,Somewhat not important,Somewhat not important,Not important,Somewhat not important,Somewhat not important,NA,2 - 5 people,Full professor/lecturer,NA,Male,NA,NA,NA,NA,NA,NA,NA,Other,NA,NA,Italy,NA,Physical,Full professor/lecturer,0,0,50,30,5,73,36,NA,NA,NA,NA,1,,NA,NA,NA,0,0,0,0,0,Omit,0,1,0,0,0,0,Missing,0,Omit
2022-05-18T07:36:54Z,2022-05-18T07:45:15Z,100,500,TRUE,2022-05-18T07:45:16Z,R_2SuGIRTFQDqTnsA,35-54 years old,Yes,Human geography,NA,Qualitative,Somewhat,"I would understand it to mean that research findings can be reproduced in additional studies (ie. someone could follow my research design and presumably come up with the same results). It strikes me as a term that makes more sense for researchers using quantitative methods, however. As someone who largely deploys ethnographic and qualitative methods it is hard for me to imagine any of my work ever being reproducible (and would ignore the fact that my research findings are less about my study design and more about my interpretation/analysis).",Somewhat,Some of the time,Obtaining or collecting data,0,0,Data visualization or mapping,Never,Not at all,Never,Somewhat,Rarely,Never,Never,Not at all,Never,Never,Not at all,Never,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Frequently,"Question seems to be applying that we should all be striving for reproducibility, an assertion I don't agree with. This ignore the critical role of interpretation and analysis and assumes a specific kind of research design that is now shared by most in my subfield.",1,0,0,0,0,NA,Not important,Not important,Not important,Not important,Not important,Not important,Not important,Not important,Not important,Not important,Do not think reproducibility is important.,2 - 5 people,Assistant professor/lecturer,NA,Male,NA,NA,NA,NA,NA,NA,White,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,I would like to be entered into the prize draw,Human,Assistant professor/lecturer,0,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,Standard,NA,NA,0,0,0,NA,NA,2,Standard
2022-05-18T07:48:14Z,2022-05-18T07:55:58Z,100,463,TRUE,2022-05-18T07:55:59Z,R_2duJsIjzmsptTyJ,18-34 years old,Unsure,Nature and society,NA,Quantitative,To a great extent,Ensuring that research is replicable.,To a great extent,Most of the time,Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping,Some of the time,Somewhat,Some of the time,To a great extent,Always,Always,Some of the time,To a great extent,Some of the time,Rarely,To a great extent,Never,Strongly disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Yes,Yes,No,Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,70,Rarely,Occasionally,Occasionally,Frequently,Frequently,Frequently,Frequently,Occasionally,Frequently,Frequently,Frequently,Frequently,NA,1,1,1,1,0,NA,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat not important,Somewhat important,Somewhat important,Somewhat important,NA,6 - 10 people,Post-doctoral fellow,NA,Male,NA,NA,NA,NA,NA,NA,White,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,I would like to be entered into the prize draw,Nature/society,Post-doctoral fellow,0,0,70,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,Standard,NA,NA,0,0,0,NA,NA,0,Standard
